"DEPARTMENT_ID","DEPARTMENT_DESCRIPTION","CLASS_ID","CLASS_DESCRIPTION","SUBCLASS_ID","SUBCLASS_DESCRIPTION","MANUFACTURER","BRAND","MODELLINE","MANUFACTURER_SKU","RETAILER_SKU","SIZE","RETAIL_LIST_PRICE","STORE_NUMBER","STORE_NAME","STORE_ADDRESS","STORE_CITY","STORE_STATE","STORE_ZIP_CODE","END_OF_FISCAL_WEEK_DATE","TOTAL_UNITS_SOLD","TOTAL_DOLLARS_SOLD","VIN"
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMOUNT AND MOUNT 12.4R24","DMM","DMM","","0","23","Dover 23","411 Commercial Parkway","Dover","OH","44622","11-30-2019","2","50",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MT LG TRK","DMM","DMM","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","1","13",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MT LG TRK","DMM","DMM","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","1","13",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MT LG TRK","DMM","DMM","","0","81","Toledo 81","30559 Lemoyne Road","Walbridge","OH","43465","11-30-2019","1","15.52",""
"-2","Local Labor","-1","Retail Service","-1","Retail Service","Labor","Retail Service","POWER WASH","PW","PW","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","10","99.9",""
"-2","Local Labor","-1","Retail Service","-1","Retail Service","Labor","Retail Service","POWER WASH","PW","PW","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","12","119.88",""
"-12","Alignment Labor","-277","Commercial Mechanical","-414","Labor","Mechanical","Labor","ALIGNMENT LABOR","ALIGNLBR","ALIGNLBR","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","1","139.99","KM008181"
"5","Wheel","-236","Truck","-343","Wheel","Rims & Wheels","Wheel","19.5X6 10 HOLE FORD RIM GREY       ","X41912PG","W195X41912PG","","0","46","Mahone Commercial 46","152 19th St.","Parkersburg","WV","26101","11-30-2019","2","398",""
"5","Wheel","-236","Truck","-343","Wheel","Rims & Wheels","Wheel","19.5X6 10 HOLE FORD RIM GREY       ","X41912PG","W195X41912PG","","0","46","Mahone Commercial 46","152 19th St.","Parkersburg","WV","26101","11-30-2019","1","178",""
"20","Retread Repairs","-14","REPAIRS","-46","Default","MRT","Default","CT-40 SECTION WITH RETREAD         ","96778","96778","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","3","116.4",""
"0","Tire","28","Passenger","111","All Season","Firestone","Weathergrip","225/60R17~FIR~Weathergrip~SL BW 99H TL","004431","2256017FIR004431","225/60R17","0","45","Mahone Retail 45","1615 14th St. ","Parkersburg","WV","26101","11-30-2019","4","712","KNDPMCAC1K7512146"
"0","Tire","60","Medium Truck","264","All Position","Michelin","XZE2","11R22.5~MIC~XZE2~H/16 BW  TL","67042","11225MIC67042","11R22.5","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","2","1042.78",""
"16","Stock Retread","-13","Medium Truck - Cap & Casing","-44","Drive","MRT","XDN-2 RET      ","11R22.5 MICH PXDN-2 RET            ","06653A","11225MRT06653A","0","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","4","823.68",""
"-3","Other Charges/Fees","-43","Comment","-106","Comment","Comment","Comment","INCLUDES UP TO 6 QUARTS OF OIL","UT6","UT6","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","1","0","1FDSF34L42EC88961"
"-3","Other Charges/Fees","-43","Comment","-106","Comment","Comment","Comment","INCLUDING ALIGNMENTS TWICE A YEAR FOR TIRE WARRANTY ****","MSG2","MSG2","","0","45","Mahone Retail 45","1615 14th St. ","Parkersburg","WV","26101","11-30-2019","2","0","1GNFK16ZX3J316432"
"16","Stock Retread","-13","Medium Truck - Cap & Casing","-44","Drive","MRT","XM+S4 RET      ","275/80R22.5 MICH PXM+S4 RET        ","64090A","27580225MRT64090A","0","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","12","1710.36",""
"0","Tire","4","ATV Misc","11","ATV","Carlisle","AT489","25X10-12~CAR~AT489~B/4 BW  TL","589335","251012CAR589335","25X10-12","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","104",""
"3","Casing","-11","Casings","-68","Casings","MRT","Capped","11R24.5 STK -A- CASING             ","C11R245A","C11R245A","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","4","329.8",""
"3","Casing","-11","Casings","-68","Casings","MRT","Capped","11R24.5 STK -A- CASING             ","C11R245A","C11R245A","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","8","698.4",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","LR. TRUCK SCRAP TIRE DISPOSAL      ","LRSTD","LRSTD","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","12.13",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","LR. TRUCK SCRAP TIRE DISPOSAL      ","LRSTD","LRSTD","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","12.15",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","LR. TRUCK SCRAP TIRE DISPOSAL      ","LRSTD","LRSTD","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","1","8.84","FL887593"
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","LR. TRUCK SCRAP TIRE DISPOSAL      ","LRSTD","LRSTD","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","2","20","JALE5W165G7303109"
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","LR. TRUCK SCRAP TIRE DISPOSAL      ","LRSTD","LRSTD","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","2","20","JALE5W165G7303109"
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","LR. TRUCK SCRAP TIRE DISPOSAL      ","LRSTD","LRSTD","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","2","20",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","LR. TRUCK SCRAP TIRE DISPOSAL      ","LRSTD","LRSTD","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","2","20",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","LR. TRUCK SCRAP TIRE DISPOSAL      ","LRSTD","LRSTD","","0","31","Maxie Tire 31","83 Whittlesey","Norwalk","OH","44857","11-30-2019","1","10",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","LR. TRUCK SCRAP TIRE DISPOSAL      ","LRSTD","LRSTD","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","2","14",""
"5","Wheel","-236","Truck","-343","Wheel","Rims & Wheels","Wheel","TPMS SENSORS  (68406530AA)","NS61           ","NS61","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","2","166","1C4PJMAK5CW173162"
"0","Tire","19","Medium Truck","67","All Position","Bridgestone","R268 Ecopia","295/75R22.5~BRI~R268~G/14 BW 0 TL","241592","29575225BRI241592             ","0","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","2","1022.62","J7440902"
"0","Tire","19","Medium Truck","67","All Position","Bridgestone","R268 Ecopia","295/75R22.5~BRI~R268~G/14 BW 0 TL","241592","29575225BRI241592             ","0","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","1","511.31","FSGD1537 "
"0","Tire","60","Medium Truck","266","Drive","Michelin","X Multi D","275/80R22.5~MIC~X Multi D~G/14   TL","76710","27580225MIC76710","0","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","1","515.03","DN565135 "
"0","Tire","39","Medium Truck","1188","Mixed Service","Goodyear","Unisteel G282 MSD","11R22.5~GOO~Unisteel G282 MSD~H/16 BW 146/143H TL","138307668","11225GOO138307668","11R22.5","0","46","Mahone Commercial 46","152 19th St.","Parkersburg","WV","26101","11-30-2019","2","1143.74",""
"0","Tire","309","Light Truck","945","All Terrain","Nitto","Terra Grappler G2","265/60R20~NIT~Terra Grappler G2~ BW 118S TL","215430","2656020NIT215430","265/60R20","0","46","Mahone Commercial 46","152 19th St.","Parkersburg","WV","26101","11-30-2019","4","1068",""
"3","Casing","-11","Casings","-68","Casings","MRT","Capped","LP 22.5 STK -A- CASING             ","C225LPA","C225LPA","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","2","164.9",""
"3","Casing","-11","Casings","-68","Casings","MRT","Capped","LP 22.5 STK -A- CASING             ","C225LPA","C225LPA","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","1","87.3","XL551793 "
"3","Casing","-11","Casings","-68","Casings","MRT","Capped","LP 22.5 STK -A- CASING             ","C225LPA","C225LPA","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","14","1154.3",""
"0","Tire","60","Medium Truck","267","Steer","Michelin","XLEZ","275/80R22.5~MIC~XLEZ~G / 14 BW  TL","03885","27580225MIC03885","0","0","15","Troy 15","655 Olympic Dr.","Troy","OH","45373","11-30-2019","4","2108.92",""
"0","Tire","60","Medium Truck","267","Steer","Michelin","XLEZ","275/80R22.5~MIC~XLEZ~G / 14 BW  TL","03885","27580225MIC03885","0","0","81","Toledo 81","30559 Lemoyne Road","Walbridge","OH","43465","11-30-2019","2","1054.46",""
"0","Tire","60","Medium Truck","267","Steer","Michelin","XLEZ","275/80R22.5~MIC~XLEZ~G / 14 BW  TL","03885","27580225MIC03885","0","0","81","Toledo 81","30559 Lemoyne Road","Walbridge","OH","43465","11-30-2019","2","1054.46",""
"0","Tire","-91","Farm","-212","galaxy","Farm","Default","12/X16.5 R-4 12P GALAXY HD 2010 Skid Steer","111266","12165FARMGAL111266","0","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","175",""
"4","Retread","416","Medium Truck - Cap Only","1306","Trailer","MRT","XZE-SA","275/80R22.5~MRT~XZE-SA","94985","27580225MRT94985","275/80R22.5","0","81","Toledo 81","30559 Lemoyne Road","Walbridge","OH","43465","11-30-2019","1","159.76",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT PASSENGER KENTUCKY","DMMPK","DMMPK","","0","21","Ziegler/Morgan Tire 21","960 Nandino Blvd","Lexington","KY","40511","11-30-2019","2","17","1FDSX35Y88ED99335"
"12","Other Part","-277","Commercial Mechanical","-428","Parts","Mechanical","Parts","FUEL FILTER","MISC99","MISC99","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","1","20.36",""
"12","Other Part","-277","Commercial Mechanical","-428","Parts","Mechanical","Parts","FUEL FILTER","MISC99","MISC99","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","1","58.95",""
"12","Other Part","-277","Commercial Mechanical","-428","Parts","Mechanical","Parts","B7177 OIL FILTER","MISC99","MISC99","","0","21","Ziegler/Morgan Tire 21","960 Nandino Blvd","Lexington","KY","40511","11-30-2019","1","10.53","1HJMMML2GH428975"
"12","Other Part","-277","Commercial Mechanical","-428","Parts","Mechanical","Parts","BF1378-SPS FUEL FILTER WATER SEPARATOR ","MISC99","MISC99","","0","21","Ziegler/Morgan Tire 21","960 Nandino Blvd","Lexington","KY","40511","11-30-2019","1","32.92","1HJMMML2GH428975"
"12","Other Part","-277","Commercial Mechanical","-428","Parts","Mechanical","Parts","PA5679 CABIN AIR FILTER","MISC99","MISC99","","0","21","Ziegler/Morgan Tire 21","960 Nandino Blvd","Lexington","KY","40511","11-30-2019","1","11.12","1HJMMML2GH428975"
"12","Other Part","-277","Commercial Mechanical","-428","Parts","Mechanical","Parts","500804 AIR FILTER","MISC99","MISC99","","0","21","Ziegler/Morgan Tire 21","960 Nandino Blvd","Lexington","KY","40511","11-30-2019","1","133.58","1HJMMML2GH428975"
"12","Other Part","-277","Commercial Mechanical","-428","Parts","Mechanical","Parts","AT27101-CTCS TRANSMISSION FLUID","MISC99","MISC99","","0","21","Ziegler/Morgan Tire 21","960 Nandino Blvd","Lexington","KY","40511","11-30-2019","4","304.52","1HJMMML2GH428975"
"12","Other Part","-277","Commercial Mechanical","-428","Parts","Mechanical","Parts","BT8460 TRANSMISSION FILTER","MISC99","MISC99","","0","21","Ziegler/Morgan Tire 21","960 Nandino Blvd","Lexington","KY","40511","11-30-2019","1","13.99","1HJMMML2GH428975"
"12","Other Part","-277","Commercial Mechanical","-428","Parts","Mechanical","Parts","AT27101-CTCS TRANSMISSION FLUID","MISC99","MISC99","","0","21","Ziegler/Morgan Tire 21","960 Nandino Blvd","Lexington","KY","40511","11-30-2019","4","304.52","1HJMMML2GH428975"
"12","Other Part","-277","Commercial Mechanical","-428","Parts","Mechanical","Parts","BT8460 TRANSMISSION FILTER","MISC99","MISC99","","0","21","Ziegler/Morgan Tire 21","960 Nandino Blvd","Lexington","KY","40511","11-30-2019","1","13.99","1HJMMML2GH428975"
"12","Other Part","-277","Commercial Mechanical","-428","Parts","Mechanical","Parts","B7177 OIL FILTER","MISC99","MISC99","","0","21","Ziegler/Morgan Tire 21","960 Nandino Blvd","Lexington","KY","40511","11-30-2019","1","10.53","1HJMMML2GH428975"
"12","Other Part","-277","Commercial Mechanical","-428","Parts","Mechanical","Parts","BF1378-SPS FUEL FILTER WATER SEPARATOR ","MISC99","MISC99","","0","21","Ziegler/Morgan Tire 21","960 Nandino Blvd","Lexington","KY","40511","11-30-2019","1","32.92","1HJMMML2GH428975"
"12","Other Part","-277","Commercial Mechanical","-428","Parts","Mechanical","Parts","PA5679 CABIN AIR FILTER","MISC99","MISC99","","0","21","Ziegler/Morgan Tire 21","960 Nandino Blvd","Lexington","KY","40511","11-30-2019","1","11.12","1HJMMML2GH428975"
"12","Other Part","-277","Commercial Mechanical","-428","Parts","Mechanical","Parts","500804 AIR FILTER","MISC99","MISC99","","0","21","Ziegler/Morgan Tire 21","960 Nandino Blvd","Lexington","KY","40511","11-30-2019","1","133.58","1HJMMML2GH428975"
"0","Tire","51","Light Truck","217","All Season","Mastercraft","Courser HSX Tour","265/70R16~MAS~Courser HSX Tour~SL OWL 112T TL","90000005591","2657016MAS90000005591","265/70R16","0","45","Mahone Retail 45","1615 14th St. ","Parkersburg","WV","26101","11-30-2019","2","328","1GNFK16ZX3J316432"
"-3","Other Charges/Fees","-282","Misc Charges & Fees","-431","Misc","Outside Purchase","Misc","ERS - AFTER HOURS","ERSAH","ERSAH","","0","15","Troy 15","655 Olympic Dr.","Troy","OH","45373","11-30-2019","1","0",""
"-3","Other Charges/Fees","-282","Misc Charges & Fees","-431","Misc","Outside Purchase","Misc","ERS - AFTER HOURS","ERSAH","ERSAH","","0","15","Troy 15","655 Olympic Dr.","Troy","OH","45373","11-30-2019","1","0",""
"3","Casing","-11","Casings","-68","Casings","MRT","Capped","38565R225 STK -A- CASING           ","C385R225A","C385R225A","","0","12","Washington 12","258 West Wheeling St","Washington","PA","15301","11-30-2019","1","50",""
"3","Casing","-11","Casings","-68","Casings","MRT","Capped","38565R225 STK -A- CASING           ","C385R225A","C385R225A","","0","12","Washington 12","258 West Wheeling St","Washington","PA","15301","11-30-2019","-1","-50",""
"12","Other Part","-57","Farm Valves","-191","Farm Valves","Valves","Farm Valves","VALVE ASSEMBLY AIR-WATER           ","VSAW","VSAW","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","7.5",""
"12","Other Part","-57","Farm Valves","-191","Farm Valves","Valves","Farm Valves","VALVE ASSEMBLY AIR-WATER           ","VSAW","VSAW","","0","23","Dover 23","411 Commercial Parkway","Dover","OH","44622","11-30-2019","2","16",""
"-3","Other Charges/Fees","-48","Tire Fee","-178","Tire Fee","Tire Fee","Tire Fee","TIRE EXCISE FEE KENTUCKY","SEFK","SEFK","","0","21","Ziegler/Morgan Tire 21","960 Nandino Blvd","Lexington","KY","40511","11-30-2019","2","4","1FDSX35Y88ED99335"
"3","Casing","-11","Casings","-68","Casings","MRT","Capped","11R22.5 STOCK RADIAL CASING        ","C11R225C","C11R225C","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","101.85",""
"3","Casing","-11","Casings","-68","Casings","MRT","Capped","11R22.5 STOCK RADIAL CASING        ","C11R225C","C11R225C","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","101.85",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DM","DM","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","19.58",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DM","DM","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","10",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DM","DM","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","10",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DM","DM","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","10",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DM","DM","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","2","20",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DM","DM","","0","31","Maxie Tire 31","83 Whittlesey","Norwalk","OH","44857","11-30-2019","3","64.74",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DM","DM","","0","31","Maxie Tire 31","83 Whittlesey","Norwalk","OH","44857","11-30-2019","2","75.66",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DM","DM","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","2","20",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DM","DM","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","4","40",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DM","DM","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","5","35",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT/BALANCE","DM","DM","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","4","60","1C4PJMAK5CW173162"
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DM","DM","","0","31","Maxie Tire 31","83 Whittlesey","Norwalk","OH","44857","11-30-2019","1","15",""
"4","Retread","416","Medium Truck - Cap Only","1305","Drive","MRT","XDS2","11R22.5 MICH PXDS2 RET          ","85640","11225MRT85640     ","0","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","8","1712",""
"-3","Other Charges/Fees","-39","Fuel Surcharge","-110","Fuel Surcharge","Fuel Surcharge","Fuel Surcharge","FUEL SURCHARGE                     ","FUEL","FUEL","","0","6","Youngstown 06","1014 Poland Avenue","Youngstown","OH","44502","11-30-2019","1","20",""
"-3","Other Charges/Fees","-39","Fuel Surcharge","-110","Fuel Surcharge","Fuel Surcharge","Fuel Surcharge","FUEL SURCHARGE                     ","FUEL","FUEL","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","1","10",""
"0","Tire","25","Light Truck","101","SUV","Firestone","Destination LE 2","P235/70R17~FIR~Destination LE 2~XL OWL 108T TL","097776","2357017FIR097776","P235/70R17","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","150.35",""
"12","Other Part","-47","Tire Repair Material","-179","Tire Repair Material","Tire Repair Material","Tire Repair Material","COUNTERACT BAG-IN-BAG 12 OZ        ","16312","16312","","0","31","Maxie Tire 31","83 Whittlesey","Norwalk","OH","44857","11-30-2019","4","128.24",""
"12","Other Part","-47","Tire Repair Material","-179","Tire Repair Material","Tire Repair Material","Tire Repair Material","COUNTERACT BAG-IN-BAG 12 OZ        ","16312","16312","","0","31","Maxie Tire 31","83 Whittlesey","Norwalk","OH","44857","11-30-2019","2","63.54",""
"-2","Local Labor","-276","Retail Mechanical","-409","Shop ","Mechanical","Shop Fees","SHOP SUPPLIES","SHOP","SHOP","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","1","5.01","DN565135 "
"-2","Local Labor","-276","Retail Mechanical","-409","Shop ","Mechanical","Shop Fees","SHOP SUPPLIES","SHOP","SHOP","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","1","5.82",""
"0","Tire","19","Medium Truck","71","Trailer","Bridgestone","R123 Ecopia","295/75R22.5~BRI~R123 Ecopia~G/14","003125","29575225BRI003125","0","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","1","417.3","9F0C1391 "
"3","Casing","-11","Casings","-68","Casings","MRT","Capped","LOW PRO 22.5 STOCK RADIAL CASING   ","C225LPC","C225LPC","","0","15","Troy 15","655 Olympic Dr.","Troy","OH","45373","11-30-2019","7","543.2",""
"0","Tire","29","Tubes","119","Industrial","Firestone","TUBES INDUSTRAIL TRAILER BIAS IM","4.80-8/4.80-9/4.00-8/4.00-9~FIR~TUBES INDUSTRAIL TRAILER BIAS IMP~   TR13","533149","4808480940084009FIR533149","4.80-8/4.80-9/4.00-8/4.","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","2","16",""
"0","Tire","384","Medium Truck","1190","Drive","BF Goodrich","DR444","275/80R24.5~BFG~DR444~G/14 BW  TL","55617","27580245BFG55617","275/80R24.5","0","15","Troy 15","655 Olympic Dr.","Troy","OH","45373","11-30-2019","4","1628.12",""
"4","Retread","416","Medium Truck - Cap Only","1305","Drive","MRT","XDY","11R22.5~MRT~XDY","97947","11225MRT97947","11R22.5","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","1","170.34",""
"0","Tire","859","Medium Truck","-570","Regional O/S Drive","Greenmax","GDR200","11R22.5~Greemax~GDR200~Reg. O/S Drive H/16 TL","TBR053","11225GMXTBR053","0","0","31","Maxie Tire 31","83 Whittlesey","Norwalk","OH","44857","11-30-2019","1","346.39",""
"-3","Other Charges/Fees","-43","Comment","-106","Comment","Comment","Comment","****WE NOW OFFER BRAKE SERVICE AND FRONT END SERVICE!","MSG3","MSG3","","0","45","Mahone Retail 45","1615 14th St. ","Parkersburg","WV","26101","11-30-2019","2","0","1GNFK16ZX3J316432"
"-3","Other Charges/Fees","-43","Comment","-106","Comment","Comment","Comment","****WE NOW OFFER BRAKE SERVICE AND FRONT END SERVICE!","MSG3","MSG3","","0","45","Mahone Retail 45","1615 14th St. ","Parkersburg","WV","26101","11-30-2019","4","0","KNDPMCAC1K7512146"
"-3","Other Charges/Fees","-43","Comment","-106","Comment","Comment","Comment","****WE NOW OFFER BRAKE SERVICE AND FRONT END SERVICE!","MSG3","MSG3","","0","45","Mahone Retail 45","1615 14th St. ","Parkersburg","WV","26101","11-30-2019","2","0","1GTN2TEA7CZ159231"
"-3","Other Charges/Fees","-43","Comment","-106","Comment","Comment","Comment","****WE NOW OFFER BRAKE SERVICE AND FRONT END SERVICE!","MSG3","MSG3","","0","45","Mahone Retail 45","1615 14th St. ","Parkersburg","WV","26101","11-30-2019","4","0","4S4BP86CX54313542"
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","FLAT REPAIR 12-16.5","TRM1020","TRM1020","","0","6","Youngstown 06","1014 Poland Avenue","Youngstown","OH","44502","11-30-2019","1","30",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","FLAT REPAIR  21L-24","TRM1020","TRM1020","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","1","30",""
"20","Retread Repairs","-14","REPAIRS","-46","Default","MRT","Default","REINFORCED NAIL HOLE CT20          ","96228","96228","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","19.8",""
"0","Tire","733","Trailer","2191","Trailer","Travelstar","HF288","ST225/75R15~Travelstar~HF288~E/10","HFST66","2257515TRSHFST66","0","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","2","159.52",""
"4","Retread","416","Medium Truck - Cap Only","1306","Trailer","MRT","XZE-SA","11R24.5~MRT~XZE-SA","46910","11245MRT46910","11R24.5","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","14","2454.06",""
"4","Retread","416","Medium Truck - Cap Only","1305","Drive","MRT","XDA-HT High Torque","11R22.5~MRT~XDA-HT HIGH TORQUE","94790","11225MRT94790","11R22.5","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","10","2119.1",""
"12","Other Part","-45","Rim Clean","-166","Rim Clean","Rim Clean","default","POWDER COAT RIM RECON W/ ZINC      ","RIMCZ","RIMCZ","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","4","91.92",""
"12","Other Part","-45","Rim Clean","-166","Rim Clean","Rim Clean","default","POWDER COAT RIM RECON W/ ZINC      ","RIMCZ","RIMCZ","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","4","120","1FVACXDC45HV30364"
"12","Other Part","-45","Rim Clean","-166","Rim Clean","Rim Clean","default","POWDER COAT RIM RECON W/ ZINC      ","RIMCZ","RIMCZ","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","4","120","1FVACXDC47HX27697"
"12","Other Part","-45","Rim Clean","-166","Rim Clean","Rim Clean","default","POWDER COAT RIM RECON W/ ZINC      ","RIMCZ","RIMCZ","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","-4","-120","1FVACXDC47HX27697"
